,id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,assist_blocked_shot,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_right,att_fastbreak,att_goal_high_left,att_goal_low_right,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,fouled_final_third,fouls,foul_throw_in,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,assist_pass_lost,last_man_tackle,att_cmiss_high_left,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_lf_target,att_sv_high_left,goal_assist_setplay,six_yard_block,att_assist_setplay,att_lf_goal,att_post_left,accurate_corners_intobox,accurate_freekick_cross,assist_penalty_won,att_cmiss_left,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_one_on_one,corner_taken,freekick_cross,goal_assist_deadball,penalty_won,total_corners_intobox,assist_attempt_saved,att_freekick_miss,att_obox_goal,att_obox_post,att_pen_goal,att_post_right,att_pen_target,accurate_goal_kicks,assist_free_kick_won,goal_kicks,red_card,att_lg_centre,accurate_keeper_throws,dive_catch,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,second_yellow,own_goals,att_cmiss_high_right,att_hd_post,att_obxd_left,att_obx_left,att_freekick_goal,att_obp_goal,dangerous_play,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,gk_smother,penalty_faced,penalty_save,stand_save,total_keeper_sweeper,assist_own_goal,att_pen_miss,att_freekick_post,att_obxd_right,assist_handball_won,att_obx_right,att_lg_right,att_pen_post,att_corner,assist_post,att_lg_left,rescinded_red_card,age,birth,birth_exact,country,isoCode,loan,position,positionInfo,shirtNum,name,first,last,nationalTeam,playerId,season
395,4135.0,456.0,135.0,25.0,13.0,2.0,570.0,17.0,21.0,157.0,1001.0,,8.0,5.0,13.0,20.0,30.0,,20.0,206.0,106.0,5.0,37.0,27.0,4.0,,1.0,,1.0,1.0,,1.0,,,4.0,,1.0,9.0,4.0,2.0,3.0,4.0,4.0,15.0,13.0,7.0,36.0,33.0,,1.0,7.0,33.0,3.0,,,3.0,0.0,2.0,161.0,199.0,4.0,1.0,,5.0,42.0,15.0,18.0,5.0,,7.0,18.0,19.0,7.0,83.0,90.0,5.0,28.0,7.0,,,388.0,,23.0,,601.0,25.0,1.0,28.0,27.0,1.0,1.0,3.0,2.0,3.0,,7.0,57.0,2.0,28.0,1.0,28.0,282.0,335.0,171.0,14.0,4.0,2267.0,,18.0,22.0,9.0,1277.0,5.0,3.0,124.0,221.0,,188.0,3.0,504.0,504.0,8.0,89.0,102.0,1.0,42.0,338.0,1.0,,1.0,18.0,292.0,931.0,21.0,41.0,512.0,293.0,28.0,33.0,79.0,41.0,276899.5,1.0,536.0,5.0,949.0,102.0,21.0,360.0,,1382.0,,42.0,3.0,5.0,39.0,21.0,6.0,1757.0,12.0,23.0,23.0,8.0,9.0,23.0,15.0,24.0,2.0,1.0,,0.0,,,,,,1.0,3.0,,,10.0,,,12.0,4.0,,2.0,,6.0,,,,,45.0,16.0,,,38.0,,4.0,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,28 years 47 days,27 February 1992,699148800000.0,England,GB-ENG,False,M,Centre Central Midfielder,8.0,Jonjo Shelvey,Jonjo,Shelvey,England,19695.0,2017
396,3934.0,294.0,45.0,42.0,18.0,8.0,506.0,7.0,40.0,48.0,758.0,,3.0,34.0,81.0,33.0,35.0,,29.0,252.0,131.0,17.0,42.0,33.0,9.0,2.0,6.0,2.0,4.0,,,1.0,7.0,2.0,3.0,1.0,4.0,48.0,3.0,1.0,,6.0,7.0,16.0,14.0,9.0,42.0,49.0,,1.0,2.0,7.0,2.0,1.0,,5.0,5.0,2.0,236.0,184.0,10.0,1.0,2.0,10.0,76.0,23.0,39.0,5.0,,43.0,46.0,30.0,8.0,203.0,131.0,10.0,53.0,27.0,1.0,,157.0,12.0,37.0,,366.0,32.0,3.0,35.0,31.0,4.0,2.0,5.0,5.0,2.0,,27.0,91.0,3.0,35.0,1.0,35.0,298.0,100.0,35.0,15.0,7.0,2812.0,2.0,21.0,31.0,16.0,1013.0,5.0,6.0,127.0,264.0,1.0,232.0,3.0,546.0,546.0,12.0,79.0,93.0,3.0,76.0,146.0,,1.0,,20.0,290.0,733.0,32.0,52.0,360.0,120.0,53.0,32.0,190.0,113.0,353594.3874511719,,460.0,26.0,876.0,39.0,41.0,125.0,3.0,1046.0,,59.0,11.0,3.0,46.0,7.0,37.0,1716.0,47.0,49.0,49.0,36.0,12.0,16.0,35.0,32.0,6.0,2.0,,,1.0,,1.0,1.0,2.0,10.0,,3.0,1.0,14.0,2.0,3.0,24.0,2.0,,1.0,2.0,6.0,,,1.0,,89.0,24.0,3.0,,77.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,30 years 217 days,10 September 1989,621388800000.0,England,GB-ENG,False,M,Left/Right Winger,11.0,Matt Ritchie,Matt,Ritchie,Scotland,30598.0,2017
397,4713.0,209.0,12.0,5.0,5.0,5.0,193.0,3.0,10.0,14.0,397.0,,,3.0,45.0,51.0,26.0,,23.0,139.0,77.0,5.0,9.0,11.0,5.0,,,1.0,1.0,,,,,,1.0,,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,3.0,4.0,9.0,11.0,,1.0,5.0,8.0,,1.0,,3.0,3.0,1.0,81.0,69.0,,1.0,,3.0,31.0,1.0,22.0,1.0,,16.0,1.0,23.0,6.0,123.0,106.0,3.0,40.0,20.0,,,68.0,,30.0,,182.0,15.0,1.0,25.0,23.0,2.0,1.0,,,,3.0,20.0,104.0,,23.0,5.0,23.0,129.0,62.0,34.0,11.0,11.0,1372.0,0.0,6.0,5.0,9.0,515.0,6.0,1.0,42.0,85.0,,27.0,3.0,186.0,186.0,2.0,31.0,36.0,,31.0,135.0,,,,4.0,90.0,385.0,15.0,11.0,241.0,25.0,40.0,13.0,17.0,17.0,174317.5050048828,,147.0,13.0,303.0,15.0,11.0,35.0,,527.0,,14.0,7.0,11.0,40.0,,3.0,780.0,19.0,10.0,10.0,12.0,9.0,6.0,6.0,23.0,7.0,,,,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 years 23 days,22 March 1995,795830400000.0,England,GB-ENG,False,M,Centre Central Midfielder,14.0,Isaac Hayden,Isaac,Hayden,England,30667.0,2017
398,54312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 years 64 days,10 February 1994,760838400000.0,Paraguay,PY,False,M,Left/Centre/Right Second Striker,24.0,Miguel Almirón,Miguel,Almirón,Paraguay,154335.0,2017
399,4859.0,117.0,11.0,6.0,5.0,4.0,235.0,3.0,21.0,8.0,346.0,,,7.0,68.0,13.0,28.0,1.0,4.0,147.0,88.0,22.0,13.0,22.0,11.0,5.0,1.0,1.0,,2.0,,1.0,7.0,2.0,7.0,,6.0,26.0,2.0,2.0,,6.0,2.0,4.0,5.0,4.0,13.0,31.0,,,2.0,7.0,,1.0,,3.0,3.0,3.0,116.0,107.0,5.0,3.0,2.0,7.0,67.0,11.0,13.0,3.0,,40.0,14.0,38.0,7.0,165.0,84.0,7.0,20.0,10.0,,1.0,32.0,10.0,10.0,,123.0,19.0,2.0,22.0,19.0,3.0,2.0,2.0,2.0,2.0,1.0,10.0,43.0,,13.0,1.0,13.0,95.0,27.0,12.0,11.0,9.0,1781.0,,9.0,16.0,12.0,443.0,5.0,8.0,117.0,58.0,,58.0,2.0,274.0,274.0,9.0,47.0,51.0,,67.0,114.0,,1.0,2.0,12.0,142.0,342.0,30.0,25.0,144.0,21.0,20.0,65.0,57.0,54.0,219968.4151611328,2.0,189.0,7.0,361.0,7.0,25.0,18.0,6.0,448.0,4.0,35.0,7.0,9.0,17.0,1.0,7.0,846.0,70.0,37.0,37.0,26.0,10.0,28.0,26.0,16.0,1.0,,,,1.0,,1.0,,1.0,8.0,,,,1.0,2.0,,1.0,,,3.0,,,,,,,4.0,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,28 years 95 days,10 January 1992,695001600000.0,Ghana,GH,False,M,Left/Right Winger,30.0,Christian Atsu,Christian,Atsu,Ghana,44017.0,2017
400,14897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 years 167 days,30 October 1997,878169600000.0,England,GB-ENG,False,M,Centre Central Midfielder,36.0,Sean Longstaff,Sean,Longstaff,England,135591.0,2017
401,20196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 years 274 days,15 July 1992,711158400000.0,Japan,JP,False,F,Centre Striker,13.0,Yoshinori Muto,Yoshinori,Muto,Japan,134380.0,2017
402,20607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 years 244 days,14 August 1996,839980800000.0,Brazil,BR,False,F,Centre Striker,9.0,Joelinton,Joelinton Cássio,Apolinário de Lira,Brazil,160671.0,2017
403,7105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 years 15 days,30 March 1994,764985600000.0,Netherlands,NL,True,D,Left Full Back,15.0,Jetro Willems,Jetro,Willems,Netherlands,160845.0,2017
404,12817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 years 33 days,12 March 1997,858124800000.0,France,FR,False,F,Left/Right Winger,10.0,Allan Saint-Maximin,Allan,Saint-Maximin,France,160846.0,2017
405,66494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 years 256 days,2 August 1994,775785600000.0,Sweden,SE,False,D,Right Full Back,17.0,Emil Krafth,Emil,Krafth,Sweden,161985.0,2017
406,14903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 years 24 days,21 March 2000,953596800000.0,England,GB-ENG,False,M,Midfielder,,Matthew Longstaff,Matthew,Longstaff,England,137781.0,2017
407,4771.0,106.0,12.0,1.0,1.0,15.0,208.0,,59.0,4.0,313.0,,,5.0,92.0,67.0,35.0,,10.0,188.0,89.0,44.0,13.0,18.0,26.0,6.0,2.0,2.0,4.0,0.0,,,8.0,6.0,17.0,1.0,12.0,21.0,5.0,2.0,1.0,8.0,5.0,6.0,4.0,3.0,13.0,46.0,1.0,3.0,3.0,22.0,2.0,2.0,,7.0,,6.0,144.0,45.0,3.0,9.0,5.0,,18.0,14.0,20.0,1.0,0.0,5.0,,24.0,7.0,165.0,116.0,,17.0,10.0,,,45.0,12.0,23.0,,100.0,23.0,6.0,31.0,29.0,2.0,4.0,3.0,3.0,2.0,,10.0,104.0,1.0,6.0,,6.0,85.0,24.0,13.0,18.0,1.0,1961.0,,7.0,14.0,21.0,408.0,2.0,1.0,80.0,54.0,,14.0,3.0,213.0,213.0,8.0,7.0,30.0,1.0,18.0,104.0,,,0.0,22.0,120.0,288.0,14.0,21.0,123.0,24.0,17.0,18.0,5.0,5.0,223104.2666015625,1.0,192.0,56.0,315.0,3.0,69.0,19.0,22.0,433.0,1.0,57.0,15.0,12.0,12.0,4.0,5.0,699.0,92.0,54.0,54.0,28.0,10.0,9.0,4.0,10.0,3.0,,,,3.0,1.0,7.0,5.0,13.0,7.0,,1.0,2.0,,2.0,,,,,,,4.0,,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 years 180 days,17 October 1990,656121600000.0,England,GB-ENG,True,F,Centre Striker,16.0,Dwight Gayle,Dwight,Gayle,England,135117.0,2017
408,3175.0,47.0,10.0,3.0,3.0,15.0,108.0,,9.0,10.0,152.0,,,3.0,53.0,76.0,16.0,,6.0,64.0,45.0,20.0,8.0,7.0,13.0,3.0,1.0,,,,,1.0,7.0,3.0,7.0,1.0,2.0,18.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,8.0,21.0,1.0,1.0,,2.0,2.0,,,2.0,1.0,2.0,60.0,24.0,1.0,0.0,2.0,,4.0,9.0,1.0,1.0,,5.0,5.0,10.0,7.0,89.0,100.0,,15.0,14.0,0.0,,40.0,3.0,28.0,,76.0,7.0,3.0,12.0,11.0,1.0,3.0,,,,2.0,14.0,105.0,1.0,2.0,,2.0,57.0,10.0,6.0,5.0,3.0,746.0,,4.0,3.0,8.0,238.0,2.0,,51.0,26.0,,22.0,,139.0,139.0,1.0,2.0,21.0,1.0,4.0,55.0,,,,11.0,56.0,142.0,1.0,7.0,56.0,18.0,15.0,13.0,10.0,10.0,68840.23254394531,,125.0,52.0,202.0,2.0,11.0,19.0,6.0,248.0,,28.0,3.0,9.0,3.0,,3.0,383.0,40.0,21.0,21.0,14.0,4.0,9.0,5.0,3.0,5.0,,,,1.0,1.0,1.0,2.0,4.0,3.0,,,0.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 years 99 days,6 January 1989,600048000000.0,England,GB-ENG,False,F,Centre Striker,7.0,Andy Carroll,Andy,Carroll,England,96594.0,2017
409,19951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 years 47 days,27 February 2000,951609600000.0,England,GB-ENG,False,D,Centre Central Defender,49.0,Lewis Cass,Lewis,Cass,England,159349.0,2017
410,20946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 years 209 days,18 September 1999,937612800000.0,Denmark,DK,True,F,Centre Striker,31.0,Elias Sorensen,Elias,Sorensen,Denmark,166842.0,2017
411,19962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 years 204 days,23 September 1999,938044800000.0,England,GB-ENG,False,F,Forward,,Thomas Allan,Thomas,Allan,England,137785.0,2017
412,13589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 years 355 days,25 April 1997,861926400000.0,England,GB-ENG,True,D,Left Full Back,3.0,Liam Gibson,Liam,Gibson,England,161087.0,2017
413,4847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 years 142 days,24 November 1994,785635200000.0,France,FR,True,M,Central Midfielder,42.0,Nabil Bentaleb,Nabil,Bentaleb,Algeria,179296.0,2017
414,6528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 years 21 days,24 March 1996,827625600000.0,Austria,AT,True,M,Right Winger,23.0,Valentino Lazaro,Valentino,Lazaro,Austria,179421.0,2017
415,3507.0,102.0,14.0,11.0,8.0,,217.0,1.0,4.0,20.0,308.0,,,82.0,5.0,8.0,10.0,,7.0,77.0,34.0,5.0,2.0,8.0,1.0,3.0,1.0,,,,,,3.0,,1.0,,1.0,3.0,,,2.0,1.0,,,2.0,,2.0,6.0,,,1.0,3.0,,,,,1.0,,65.0,45.0,,1.0,,5.0,24.0,3.0,7.0,1.0,1.0,36.0,11.0,8.0,,49.0,58.0,5.0,10.0,2.0,,,61.0,11.0,12.0,,162.0,9.0,,14.0,12.0,2.0,,1.0,,1.0,1.0,2.0,28.0,,9.0,,9.0,16.0,59.0,39.0,3.0,5.0,801.0,2.0,4.0,6.0,1.0,360.0,6.0,6.0,149.0,13.0,,69.0,,180.0,180.0,6.0,23.0,16.0,,24.0,135.0,,,,3.0,104.0,291.0,6.0,10.0,121.0,28.0,10.0,29.0,57.0,47.0,80769.67169189453,,140.0,,314.0,6.0,4.0,40.0,,378.0,1.0,7.0,3.0,1.0,15.0,,99.0,692.0,25.0,14.0,14.0,24.0,7.0,11.0,9.0,11.0,4.0,,,,,,1.0,,1.0,,,,,1.0,,,3.0,,,,,,,,,1.0,15.0,,,,10.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 years 287 days,2 July 1990,646876800000.0,England,GB-ENG,True,D,Left Full Back,28.0,Danny Rose,Danny,Rose,England,180064.0,2017
416,3169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 years 11 days,3 April 1988,576028800000.0,Netherlands,NL,False,G,Goalkeeper,1.0,Tim Krul,Tim,Krul,Netherlands,133649.0,2017
417,19675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 years 277 days,12 July 1984,458438400000.0,Northern Ireland,GB-NIR,False,G,Goalkeeper,1.0,Michael McGovern,Michael,McGovern,Northern Ireland,31037.0,2017
418,22047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 years 93 days,12 January 1993,726796800000.0,Germany,DE,False,D,Centre Central Defender,6.0,Christoph Zimmermann,Christoph,Zimmermann,Germany,46991.0,2017
419,14938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 years 80 days,25 January 1998,885686400000.0,England,GB-ENG,False,D,Left Wing Back,12.0,Jamal Lewis,Jamal,Lewis,Northern Ireland,51340.0,2017
420,12891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 years 341 days,9 May 1988,579139200000.0,Germany,DE,False,D,Defender,,Timm Klose,Timm,Klose,Switzerland,41632.0,2017
