,id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,assist_blocked_shot,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_right,att_fastbreak,att_goal_high_left,att_goal_low_right,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,fouled_final_third,fouls,foul_throw_in,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,assist_pass_lost,last_man_tackle,att_cmiss_high_left,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_lf_target,att_sv_high_left,goal_assist_setplay,six_yard_block,att_assist_setplay,att_lf_goal,att_post_left,accurate_corners_intobox,accurate_freekick_cross,assist_penalty_won,att_cmiss_left,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_one_on_one,corner_taken,freekick_cross,goal_assist_deadball,penalty_won,total_corners_intobox,assist_attempt_saved,att_freekick_miss,att_obox_goal,att_obox_post,att_pen_goal,att_post_right,att_pen_target,accurate_goal_kicks,assist_free_kick_won,goal_kicks,red_card,att_lg_centre,accurate_keeper_throws,dive_catch,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,second_yellow,own_goals,att_cmiss_high_right,att_hd_post,att_obxd_left,att_obx_left,att_freekick_goal,att_obp_goal,dangerous_play,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,gk_smother,penalty_faced,penalty_save,stand_save,total_keeper_sweeper,assist_own_goal,att_pen_miss,att_freekick_post,att_obxd_right,assist_handball_won,att_obx_right,att_lg_right,att_pen_post,att_corner,assist_post,att_lg_left,rescinded_red_card,age,birth,birth_exact,country,isoCode,loan,position,positionInfo,shirtNum,name,first,last,nationalTeam,playerId,season
807,4396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 years 14 days,31 March 1993,733536000000.0,England,GB-ENG,True,F,Centre Striker,19.0,Connor Wickham,Connor,Wickham,England,180200.0,2018
808,10004.0,26.0,4.0,6.0,5.0,2.0,67.0,1.0,7.0,6.0,87.0,,,1.0,16.0,11.0,16.0,,4.0,46.0,16.0,13.0,4.0,6.0,7.0,2.0,1.0,,,1.0,1.0,,2.0,2.0,6.0,,3.0,11.0,2.0,1.0,1.0,1.0,1.0,3.0,,,4.0,15.0,,1.0,1.0,4.0,1.0,,,2.0,,,36.0,27.0,3.0,2.0,,2.0,11.0,5.0,7.0,1.0,,17.0,6.0,12.0,5.0,49.0,32.0,2.0,0.0,,,,14.0,2.0,8.0,,38.0,4.0,3.0,10.0,8.0,2.0,3.0,,,,,,22.0,,1.0,,1.0,37.0,9.0,3.0,7.0,3.0,468.0,,3.0,3.0,6.0,127.0,,4.0,30.0,27.0,,24.0,,105.0,105.0,1.0,17.0,9.0,,11.0,20.0,,,1.0,6.0,41.0,83.0,2.0,6.0,33.0,9.0,0.0,13.0,27.0,24.0,58548.44824218751,1.0,66.0,12.0,125.0,5.0,9.0,12.0,4.0,131.0,,17.0,2.0,12.0,7.0,,1.0,246.0,29.0,18.0,18.0,7.0,4.0,7.0,11.0,6.0,,,,,,,2.0,,2.0,2.0,1.0,,1.0,,2.0,,1.0,,,,,,,1.0,1.0,,4.0,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,31 years 354 days,26 April 1988,578016000000.0,France,FR,False,M,Left/Right Winger,26.0,Bakary Sako,Bakary,Sako,Mali,154249.0,2018
809,14170.0,2.0,,,,,3.0,,,,5.0,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,2.0,,,,,2.0,1.0,,,,4.0,,1.0,,4.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,25.0,,,,,7.0,,,3.0,,,3.0,,10.0,10.0,,1.0,1.0,,2.0,2.0,,,,,1.0,5.0,,,4.0,,,3.0,4.0,4.0,3371.96240234375,,1.0,,7.0,,,,,7.0,,1.0,,1.0,1.0,,,19.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 years 222 days,5 September 1998,904953600000.0,England,GB-ENG,False,F,Centre Striker,32.0,Levi Lumeka,Levi,Lumeka,England,53255.0,2018
810,24679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 years 93 days,12 January 2000,947635200000.0,England,GB-ENG,False,F,Centre Striker,17.0,James Daly,James,Daly,England,180285.0,2018
811,10191.0,,,,,,4.0,,,1.0,4.0,,,,1.0,,1.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,,,,,2.0,,,,1.0,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,3.0,,,3.0,1.0,,3.0,,5.0,5.0,,1.0,1.0,,1.0,3.0,,,,,3.0,2.0,1.0,,,1.0,1.0,2.0,2.0,2.0,2308.92163085938,,5.0,,8.0,,,1.0,,6.0,,,,1.0,1.0,,,14.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 years 232 days,26 August 1995,809395200000.0,England,GB-ENG,False,M,Left Winger,10.0,Sullay Kaikai,Sullay,Kaikai,England,160941.0,2018
812,4767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 years 188 days,9 October 1993,750124800000.0,Wales,GB-WLS,False,M,Left/Centre/Right Attacking Midfielder,7.0,Jonathan Williams,Jonathan,Williams,Wales,144528.0,2018
813,14149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 years 216 days,11 September 1998,905472000000.0,England,GB-ENG,False,D,Centre Central Defender,35.0,Sam Woods,Sam,Woods,England,136327.0,2018
814,24342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 years 96 days,9 January 1999,915840000000.0,England,GB-ENG,False,M,Midfielder,30.0,Giovanni McGregor,Giovanni,McGregor,England,136329.0,2018
815,3333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 years 134 days,2 December 1991,691632000000.0,England,GB-ENG,True,M,Centre Attacking Midfielder,54.0,Jordon Mutch,Jordon,Mutch,England,43189.0,2018
816,14949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 years 151 days,15 November 1997,879552000000.0,England,GB-ENG,False,G,Goalkeeper,41.0,Joe Tupper,Joe,Tupper,England,22423.0,2018
817,63634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 years 126 days,10 December 1997,881712000000.0,Brazil,BR,False,G,Goalkeeper,,Lucas Perri,Lucas Estella,Perri,Brazil,154872.0,2018
818,13340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 years 139 days,27 November 1998,912124800000.0,England,GB-ENG,False,M,Midfielder,36.0,Luke Dreher,Luke,Dreher,England,19096.0,2018
819,4696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 years 302 days,17 June 1990,645580800000.0,Spain,ES,False,G,Goalkeeper,1.0,Joel Robles,Joel,Robles,Spain,130764.0,2018
820,14619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 years 204 days,23 September 1996,843436800000.0,Poland,PL,False,G,Goalkeeper,,Mateusz Hewelt,Mateusz,Hewelt,Poland,52111.0,2018
821,4403.0,421.0,27.0,,,1.0,170.0,6.0,1.0,53.0,591.0,,,,42.0,52.0,24.0,,9.0,165.0,137.0,12.0,1.0,3.0,12.0,,,1.0,1.0,,1.0,,2.0,1.0,7.0,,2.0,1.0,1.0,,,4.0,3.0,,1.0,,1.0,1.0,,,,2.0,2.0,,,,1.0,,51.0,96.0,,1.0,,3.0,19.0,2.0,9.0,4.0,1.0,1.0,,1.0,5.0,73.0,81.0,3.0,170.0,95.0,1.0,2.0,87.0,,25.0,,274.0,20.0,1.0,31.0,23.0,8.0,,,,,2.0,95.0,86.0,0.0,36.0,7.0,36.0,207.0,178.0,97.0,11.0,22.0,1832.0,3.0,3.0,,3.0,711.0,23.0,,81.0,58.0,2.0,16.0,2.0,151.0,151.0,,66.0,30.0,,19.0,200.0,,1.0,,8.0,46.0,576.0,8.0,3.0,462.0,69.0,170.0,2.0,1.0,1.0,174056.11553955078,,104.0,2.0,271.0,53.0,1.0,132.0,3.0,732.0,,13.0,3.0,4.0,23.0,,,1043.0,21.0,5.0,5.0,4.0,8.0,2.0,4.0,13.0,3.0,,,,,1.0,6.0,2.0,9.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 years 235 days,23 August 1984,462067200000.0,Wales,GB-WLS,False,D,Centre Central Defender,29.0,Ashley Williams,Ashley,Williams,Wales,162574.0,2018
822,5334.0,253.0,5.0,,,1.0,120.0,7.0,,14.0,373.0,,,3.0,14.0,14.0,11.0,,2.0,34.0,26.0,2.0,,1.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,16.0,44.0,,,,,6.0,1.0,2.0,2.0,0.0,,,7.0,1.0,26.0,25.0,,28.0,12.0,1.0,,25.0,,3.0,,140.0,6.0,,7.0,5.0,2.0,,,,,,12.0,21.0,,3.0,1.0,3.0,77.0,67.0,53.0,1.0,4.0,618.0,5.0,,1.0,,403.0,3.0,3.0,61.0,9.0,,2.0,,53.0,53.0,,30.0,14.0,,6.0,180.0,,,,1.0,18.0,364.0,1.0,1.0,266.0,11.0,28.0,4.0,,,72131.92791748047,,33.0,3.0,147.0,19.0,,29.0,,413.0,,2.0,1.0,5.0,7.0,1.0,3.0,487.0,7.0,1.0,1.0,0.0,9.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 years 61 days,13 February 1991,666403200000.0,France,FR,False,D,Centre Central Defender,4.0,Eliaquim Mangala,Eliaquim,Mangala,France,162276.0,2018
823,13387.0,30.0,3.0,,,,12.0,,,5.0,42.0,,,1.0,4.0,7.0,4.0,,3.0,8.0,7.0,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,6.0,9.0,,,,,2.0,,,,,,,1.0,2.0,8.0,9.0,,14.0,8.0,,,8.0,,3.0,,27.0,1.0,,2.0,1.0,1.0,,,,,,8.0,7.0,,3.0,,3.0,4.0,10.0,4.0,1.0,2.0,119.0,1.0,,,,53.0,1.0,,8.0,2.0,,,,13.0,13.0,,5.0,4.0,,2.0,17.0,,,,1.0,5.0,41.0,,,33.0,5.0,14.0,,,,14248.85864257813,,10.0,,21.0,5.0,,13.0,,54.0,,1.0,1.0,3.0,,,1.0,78.0,2.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 years 40 days,5 March 1991,668131200000.0,Argentina,AR,False,D,Centre Central Defender,6.0,Ramiro Funes Mori,Ramiro,Funes Mori,Argentina,130591.0,2018
824,3868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 years 329 days,21 May 1993,737942400000.0,England,GB-ENG,True,D,Left Full Back,29.0,Luke Garbutt,Luke,Garbutt,England,161098.0,2018
825,10449.0,171.0,35.0,12.0,12.0,1.0,243.0,13.0,,49.0,402.0,,,162.0,31.0,38.0,19.0,,11.0,160.0,116.0,2.0,1.0,9.0,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,1.0,3.0,,,,2.0,,,1.0,,,,89.0,85.0,2.0,,,22.0,42.0,1.0,12.0,5.0,,36.0,10.0,6.0,5.0,75.0,89.0,22.0,73.0,41.0,,,155.0,1.0,17.0,,288.0,17.0,,31.0,28.0,3.0,,1.0,,1.0,1.0,41.0,63.0,,28.0,1.0,28.0,184.0,138.0,56.0,7.0,23.0,1589.0,0.0,5.0,5.0,1.0,574.0,7.0,1.0,15.0,245.0,0.0,53.0,1.0,311.0,311.0,4.0,56.0,25.0,,42.0,26.0,,2.0,,1.0,131.0,395.0,10.0,10.0,210.0,94.0,73.0,16.0,46.0,46.0,183494.29321289062,,237.0,1.0,423.0,63.0,1.0,138.0,,587.0,,3.0,,2.0,41.0,,212.0,1106.0,11.0,21.0,21.0,4.0,7.0,6.0,10.0,33.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 years 30 days,15 March 1997,858384000000.0,England,GB-ENG,True,D,Right Full Back,20.0,Jonjoe Kenny,Jonjoe,Kenny,England,170949.0,2018
826,14631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21 years 66 days,8 February 1999,918432000000.0,England,GB-ENG,True,D,Centre Central Defender,31.0,Morgan Feeney,Morgan,Feeney,England,180344.0,2018
827,23739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 years 205 days,22 September 2000,969580800000.0,England,GB-ENG,False,D,Defender,,Michael Collins,Michael,Collins,England,159289.0,2018
828,12582.0,623.0,36.0,3.0,3.0,2.0,707.0,9.0,39.0,71.0,1327.0,,,8.0,33.0,33.0,33.0,,34.0,230.0,175.0,3.0,20.0,15.0,2.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,3.0,2.0,,2.0,3.0,3.0,6.0,9.0,4.0,20.0,17.0,,2.0,4.0,19.0,1.0,,,2.0,3.0,,272.0,287.0,1.0,1.0,1.0,6.0,74.0,6.0,51.0,6.0,,5.0,6.0,32.0,8.0,172.0,220.0,6.0,42.0,13.0,,1.0,208.0,6.0,50.0,,480.0,32.0,2.0,42.0,34.0,8.0,2.0,1.0,,1.0,2.0,13.0,119.0,,62.0,5.0,62.0,436.0,173.0,121.0,13.0,12.0,2757.0,1.0,9.0,7.0,7.0,1545.0,9.0,5.0,171.0,215.0,,37.0,1.0,343.0,343.0,16.0,127.0,144.0,,74.0,378.0,,1.0,,10.0,304.0,1307.0,50.0,16.0,682.0,71.0,42.0,27.0,11.0,11.0,321904.4814453125,,415.0,5.0,895.0,23.0,41.0,114.0,1.0,1566.0,,23.0,7.0,1.0,117.0,1.0,8.0,2103.0,12.0,42.0,42.0,52.0,12.0,18.0,4.0,93.0,6.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,30 years 201 days,26 September 1989,622771200000.0,Senegal,SN,False,M,Centre Defensive Midfielder,27.0,Idrissa Gueye,Idrissa,Gueye,Senegal,162322.0,2018
829,4886.0,37.0,2.0,,,,42.0,,6.0,3.0,79.0,,,1.0,3.0,3.0,7.0,,4.0,19.0,21.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,2.0,,,2.0,2.0,,1.0,,,,1.0,23.0,10.0,,,,1.0,8.0,,4.0,,,,3.0,1.0,2.0,13.0,7.0,1.0,1.0,,,,5.0,,5.0,,25.0,3.0,,6.0,3.0,3.0,,,,,1.0,,9.0,,1.0,,1.0,25.0,6.0,3.0,2.0,1.0,250.0,1.0,,2.0,2.0,95.0,1.0,,14.0,11.0,,8.0,,29.0,29.0,1.0,6.0,3.0,,8.0,26.0,,1.0,,,24.0,75.0,1.0,2.0,41.0,4.0,1.0,1.0,3.0,3.0,34477.90612792969,,35.0,2.0,61.0,2.0,6.0,5.0,1.0,99.0,,2.0,3.0,4.0,3.0,,1.0,125.0,3.0,4.0,4.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 years 53 days,21 February 1993,730252800000.0,Netherlands,NL,False,M,Centre Attacking Midfielder,30.0,Davy Klaassen,Davy,Klaassen,Netherlands,134195.0,2018
830,14636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 years 9 days,5 April 1998,891734400000.0,Wales,GB-WLS,True,M,Centre Central Midfielder,9.0,Nathan Broadhead,Nathan,Broadhead,Wales,160981.0,2018
831,14643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 years 2 days,12 April 2000,955497600000.0,England,GB-ENG,False,M,Midfielder,61.0,Alex Denny,Alex,Denny,England,91637.0,2018
832,23744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 years 214 days,13 September 1999,937180800000.0,England,GB-ENG,False,M,Midfielder,67.0,Fraser Hornby,Fraser,Hornby,Scotland,91632.0,2018
833,23738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 years 241 days,17 August 2000,966470400000.0,Guyana,GY,False,M,Midfielder,,Stephen Duke-McKenna,Stephen,Duke-McKenna,Guyana,166322.0,2018
